volume_adjust_loop.thisRepN,volume_adjust_loop.thisTrialN,volume_adjust_loop.thisN,volume_adjust_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mem_test_trials.thisRepN,mem_test_trials.thisTrialN,mem_test_trials.thisN,mem_test_trials.thisIndex,thisRow.t,notes,path,resp order,files chosen,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,Consent_Form.started,consent_text.started,agree_button.started,disagree_button.started,Consent_Form.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,sound_2.started,instructions_text4.started,handplacement_image.started,sound_2.stopped,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,volume_adjuster.started,volume_adjuster_key_resp.started,volume_adjustment_instructions.started,volume_adjuster_sound.started,volume_adjuster.stopped,volume_adjuster_key_resp.keys,volume_adjuster_key_resp.rt,volume_adjuster_key_resp.duration,begin_exp_timer.started,text_countdown_2.started,begin_exp_timer.stopped,stim_display.started,node idx,stim,selected music stim,node type,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,accuracy,key_resp.keys,key_resp.rt,key_resp.duration,sound_display.started,sound_1.started,sound_display.stopped,sound_1.stopped,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,memory_test_instructions.started,memory_text_instr.started,memory_test_instr_moveon.started,memory_test_cnt_text.started,memory_test_instructions.stopped,memory_test_instr_moveon.keys,memory_test_instr_moveon.rt,memory_test_instr_moveon.duration,mem_test_cntdn.started,text_countdown.started,mem_test_cntdn.stopped,memory_test.started,mem_space.started,mem_h.started,mem_j.started,mem_k.started,mem_l.started,mem_test_sound.started,mem_test_key_resp.started,mem_test_instr.started,mem_test_sound.stopped,mem test resp,mem test stim,memory_test.stopped,mem_test_key_resp.keys,mem_test_key_resp.rt,mem_test_key_resp.duration,demographics_2.started,music_ability_slider.started,music_theory.started,music_ability_text.started,music_theory_know.started,years_music.started,years_of_musical_experience_slider.started,demographics_2.stopped,music_ability_slider.response,music_ability_slider.rt,music_theory.response,music_theory.rt,years_of_musical_experience_slider.response,years_of_musical_experience_slider.rt,debriefing.started,graph.started,debrief_text.started,debriefing_title.started,demo_scr_adv.started,demo_scr_adv_keypress.started,debriefing.stopped,demo_scr_adv_keypress.keys,demo_scr_adv_keypress.rt,demo_scr_adv_keypress.duration,done.started,text_countdown_3.started,done.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0,0,0,0,1,0,1,0,,,,,1877.7339191966312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.7174966916646,6,"('h', 'k')",musical_stimuli/0905 G+.wav,non boundary,1877.7339191966312,1877.7339191966312,1877.7339191966312,1877.7339191966312,1877.7339191966312,1877.7339191966312,1877.7339191966312,1877.7339191966312,1879.7346339929209,0,"['h', 'l']","[1.9297634169197408, 1.930752902655513]","[None, None]",1879.7359793675132,1879.7674659022887,1880.2425384082308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,2,0,2,0,,,,,1880.2675218664954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.256846408156,9,"('l', 'space')",musical_stimuli/0901 G+.wav,boundary,1880.2675218664954,1880.2675218664954,1880.2675218664954,1880.2675218664954,1880.2675218664954,1880.2675218664954,1880.2675218664954,1880.2675218664954,1885.552680003093,0,"['l', 'h']","[2.901308004744351, 5.268445849345881]","[None, None]",1885.5540181331307,1885.5847400653001,1886.059830078928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,3,0,3,0,,,,,1886.0931511166273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.0770709169738,6,"('h', 'k')",musical_stimuli/0905 G+.wav,non boundary,1886.0931511166273,1886.0931511166273,1886.0931511166273,1886.0931511166273,1886.0931511166273,1886.0931511166273,1886.0931511166273,1886.0931511166273,1887.5021504259785,1,"['h', 'k']","[1.3299165185453603, 1.330835068001761]","[None, None]",1887.503480405896,1887.50996636715,1888.0163017623709,1888.035014452893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,4,0,4,0,,,,,1888.035014452893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.0172924555227,8,"('l',)",musical_stimuli/0903 G+.wav,non boundary,1888.035014452893,1888.035014452893,1888.035014452893,1888.035014452893,1888.035014452893,1888.035014452893,1888.035014452893,1888.035014452893,1888.9273096251272,1,['l'],[0.8280709676764673],[None],1888.9286722055404,1888.9517816478547,1889.435205588452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,5,0,5,0,,,,,1889.4601923671435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.4471687667829,7,"('h', 'j')",musical_stimuli/0904 G+.wav,non boundary,1889.4601923671435,1889.4601923671435,1889.4601923671435,1889.4601923671435,1889.4601923671435,1889.4601923671435,1889.4601923671435,1889.4601923671435,1890.7608366497298,1,"['h', 'j']","[1.2269677424046677, 1.2279593411367387]","[None, None]",1890.7622103988397,1890.7686483649086,1891.2765491881291,1891.293708524914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,6,0,6,0,,,,,1891.293708524914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891.2775824430573,8,"('l',)",musical_stimuli/0903 G+.wav,non boundary,1891.293708524914,1891.293708524914,1891.293708524914,1891.293708524914,1891.293708524914,1891.293708524914,1891.293708524914,1891.293708524914,1892.4110157110408,1,['l'],[1.0495298282621661],[None],1892.4124287014856,1892.418829237351,1892.9259316500247,1892.9438848695136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,7,0,7,0,,,,,1892.9438848695136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892.9269292858808,5,"('h', 'l')",musical_stimuli/0902 G+.wav,boundary,1892.9438848695136,1892.9438848695136,1892.9438848695136,1892.9438848695136,1892.9438848695136,1892.9438848695136,1892.9438848695136,1892.9438848695136,1893.8611686315562,1,"['h', 'l']","[0.84740910497203, 0.8483946665655822]","[None, None]",1893.8625318156846,1893.8939857499645,1894.3690588596219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,8,0,8,0,,,,,1894.4023913678684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894.3868892234896,4,"('k', 'l')",musical_stimuli/0505 E.wav,boundary,1894.4023913678684,1894.4023913678684,1894.4023913678684,1894.4023913678684,1894.4023913678684,1894.4023913678684,1894.4023913678684,1894.4023913678684,1895.486372082858,1,"['k', 'l']","[1.0209841609903378, 1.0449705870996695]","[None, None]",1895.4877056850528,1895.5191593174677,1895.9942312196945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,9,0,9,0,,,,,1896.01921618724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0072554237704,1,"('h',)",musical_stimuli/0502 E.wav,non boundary,1896.01921618724,1896.01921618724,1896.01921618724,1896.01921618724,1896.01921618724,1896.01921618724,1896.01921618724,1896.01921618724,1903.6877686523221,0,"['h', 'j', 'j', 'h']","[2.66030151846644, 2.661283759647631, 3.9803548746276647, 7.62750571113429]","[None, None, None, None]",1903.6891031600826,1903.720059332918,1904.1951131237583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,10,0,10,0,,,,,1904.2200953745923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.2069637095992,3,"('j', 'space')",musical_stimuli/0501 E.wav,non boundary,1904.2200953745923,1904.2200953745923,1904.2200953745923,1904.2200953745923,1904.2200953745923,1904.2200953745923,1904.2200953745923,1904.2200953745923,1907.4965087272867,0,"['h', 'k', 'j', 'h']","[1.7147271579160588, 1.7157269067683956, 2.8747787391621387, 3.258780101139564]","[None, None, None, None]",1907.497858629722,1907.5287815983465,1908.0038556135696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,11,0,11,0,,,,,1908.0288390718342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.0170059936645,4,"('k', 'l')",musical_stimuli/0505 E.wav,boundary,1908.0288390718342,1908.0288390718342,1908.0288390718342,1908.0288390718342,1908.0288390718342,1908.0288390718342,1908.0288390718342,1908.0288390718342,1909.2378170701122,1,"['k', 'l']","[1.1381325705588097, 1.1391238674259512]","[None, None]",1909.2391633502702,1909.2456339168493,1909.755429493569,1909.7706955861358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,12,0,12,0,,,,,1909.7706955861358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.7564099236042,3,"('j', 'space')",musical_stimuli/0501 E.wav,non boundary,1909.7706955861358,1909.7706955861358,1909.7706955861358,1909.7706955861358,1909.7706955861358,1909.7706955861358,1909.7706955861358,1909.7706955861358,1912.413724571612,0,"['j', 'h']","[1.5493598830216797, 2.6054001531010726]","[None, None]",1912.415088661306,1912.4209787577493,1912.9254402275837,1912.9376992253237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,13,0,13,0,,,,,1912.9376992253237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912.9264420894324,4,"('k', 'l')",musical_stimuli/0505 E.wav,boundary,1912.9376992253237,1912.9376992253237,1912.9376992253237,1912.9376992253237,1912.9376992253237,1912.9376992253237,1912.9376992253237,1912.9376992253237,1914.5467228643101,1,"['k', 'l']","[1.5415254984254716, 1.5424844966473756]","[None, None]",1914.5480778983037,1914.5545463518865,1915.0656489674147,1915.0795962487755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,14,0,14,0,,,,,1915.0795962487755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.066658375683,3,"('j', 'space')",musical_stimuli/0501 E.wav,non boundary,1915.0795962487755,1915.0795962487755,1915.0795962487755,1915.0795962487755,1915.0795962487755,1915.0795962487755,1915.0795962487755,1915.0795962487755,1916.7391446351685,0,"['j', 'h']","[1.095664676031447, 1.5837337963457685]","[None, None]",1916.7404764262174,1916.746440175666,1917.2556945235992,1917.2715063727956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
,,,,0,0,0,0,15,0,15,0,,,,,1917.2715063727956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917.2566728406382,2,"('j',)",musical_stimuli/0504 E.wav,non boundary,1917.2715063727956,1917.2715063727956,1917.2715063727956,1917.2715063727956,1917.2715063727956,1917.2715063727956,1917.2715063727956,1917.2715063727956,1918.255466621922,1,['j'],[0.9118560796196107],[None],1918.2568119965144,1918.2882737790496,1918.7633595666848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240005,2010-09-20_02h29.21.924,eb_music,2023.2.3,119.98493320680275,2010-09-20 02h29.40.591867 -0400,
