volume_adjust_loop.thisRepN,volume_adjust_loop.thisTrialN,volume_adjust_loop.thisN,volume_adjust_loop.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mem_test_trials.thisRepN,mem_test_trials.thisTrialN,mem_test_trials.thisN,mem_test_trials.thisIndex,thisRow.t,notes,path,resp order,files chosen,Instructions_0.started,welcome_text.started,instructions_0_keypress.started,Instructions_0.stopped,instructions_0_keypress.keys,instructions_0_keypress.rt,instructions_0_keypress.duration,Consent_Form.started,consent_text.started,agree_button.started,disagree_button.started,Consent_Form.stopped,agree_button.numClicks,agree_button.timesOn,agree_button.timesOff,disagree_button.numClicks,disagree_button.timesOn,disagree_button.timesOff,demographics.started,age_slider.started,Gender.started,Handedness.started,age_text.started,handedness_text.started,gender_text.started,demographics.stopped,age_slider.response,age_slider.rt,Gender.text,Handedness.response,Handedness.rt,instructions_1.started,instructions_text1.started,instructions1_key_resp.started,instr1_cnt_text.started,instructions_1.stopped,instructions1_key_resp.keys,instructions1_key_resp.rt,instructions1_key_resp.duration,instructions_2.started,instructions_text2.started,key_stim_association.started,instr2_cnt_text.started,instructions2_key_resp.started,instructions_2.stopped,instructions2_key_resp.keys,instructions2_key_resp.rt,instructions2_key_resp.duration,instructions_3.started,instructions_text3.started,examplestim_image_2.started,instructions3_key_resp.started,instr3_cnt_text.started,instructions_3.stopped,instructions3_key_resp.keys,instructions3_key_resp.rt,instructions3_key_resp.duration,instructions_4.started,sound_2.started,instructions_text4.started,handplacement_image.started,sound_2.stopped,instructions4_key_resp.started,instr4_cnt_text.started,instructions_4.stopped,instructions4_key_resp.keys,instructions4_key_resp.rt,instructions4_key_resp.duration,instructions_5.started,instructions_text5.started,image.started,instructions5_key_resp.started,instr5_cnt_text.started,instructions_5.stopped,instructions5_key_resp.keys,instructions5_key_resp.rt,instructions5_key_resp.duration,volume_adjuster.started,volume_adjuster_key_resp.started,volume_adjustment_instructions.started,volume_adjuster_sound.started,volume_adjuster.stopped,volume_adjuster_key_resp.keys,volume_adjuster_key_resp.rt,volume_adjuster_key_resp.duration,begin_exp_timer.started,text_countdown_2.started,begin_exp_timer.stopped,stim_display.started,node idx,stim,selected music stim,node type,space.started,h.started,j.started,k.started,l.started,key_resp.started,text.started,accuracy_text.started,stim_display.stopped,accuracy,key_resp.keys,key_resp.rt,key_resp.duration,sound_display.started,sound_1.started,sound_display.stopped,sound_1.stopped,break_2.started,break_text.started,break_key_resp.started,break_2.stopped,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,memory_test_instructions.started,memory_text_instr.started,memory_test_instr_moveon.started,memory_test_cnt_text.started,memory_test_instructions.stopped,memory_test_instr_moveon.keys,memory_test_instr_moveon.rt,memory_test_instr_moveon.duration,mem_test_cntdn.started,text_countdown.started,mem_test_cntdn.stopped,memory_test.started,mem_space.started,mem_h.started,mem_j.started,mem_k.started,mem_l.started,mem_test_sound.started,mem_test_key_resp.started,mem_test_instr.started,mem_test_sound.stopped,mem test resp,mem test stim,memory_test.stopped,mem_test_key_resp.keys,mem_test_key_resp.rt,mem_test_key_resp.duration,text_countdown.stopped,demographics_2.started,music_ability_slider.started,music_theory.started,music_ability_text.started,music_theory_know.started,years_music.started,years_of_musical_experience_slider.started,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,0,0,0,0,4,0,4,0,,,,,230.80865061898658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.794524405821,2,"('j',)",musical_stimuli/0102 C.wav,non boundary,230.80865061898658,230.80865061898658,230.80865061898658,230.80865061898658,230.80865061898658,230.80865061898658,230.80865061898658,230.80865061898658,241.4417980035214,1,['j'],[10.533644499009824],[None],241.44315511487366,241.47466708362333,241.95794433851552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,5,0,5,0,,,,,241.9912566531275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.9739127337525,14,"('h', 'space')",musical_stimuli/0905 G+.wav,boundary,241.9912566531275,241.9912566531275,241.9912566531275,241.9912566531275,241.9912566531275,241.9912566531275,241.9912566531275,241.9912566531275,249.00858366896864,0,"['h', 'l']","[4.847052704892121, 6.975074247224256]","[None, None]",249.0099115010089,249.04082490396684,249.5241190623783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,6,0,6,0,,,,,249.55742926403764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.5436275381362,3,"('l',)",musical_stimuli/0103 C.wav,non boundary,249.55742926403764,249.55742926403764,249.55742926403764,249.55742926403764,249.55742926403764,249.55742926403764,249.55742926403764,249.55742926403764,256.72469384249416,0,"['space', 'l']","[5.84901713563886, 7.112092387396842]","[None, None]",256.7260183542094,256.74031595701234,257.2426231972495,257.25692206782696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,7,0,7,0,,,,,257.25692206782696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.24358518877125,9,"('k', 'l')",musical_stimuli/0504 E.wav,boundary,257.25692206782696,257.25692206782696,257.25692206782696,257.25692206782696,257.25692206782696,257.25692206782696,257.25692206782696,257.25692206782696,259.17461429029936,0,"['l', 'k', 'space']","[1.5885734000767116, 1.8295829146518372, 1.8305820335517637]","[None, None, None]",259.17593789646344,259.2068331885006,259.69014394858095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,8,0,8,0,,,,,259.7234490188275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.70329941662203,8,"('l', 'space')",musical_stimuli/0503 E.wav,non boundary,259.7234490188275,259.7234490188275,259.7234490188275,259.7234490188275,259.7234490188275,259.7234490188275,259.7234490188275,259.7234490188275,278.8900588876422,0,"['h', 'k', 'j', 'l', 'k', 'h']","[7.24217163171852, 10.65025767305633, 15.321307584032184, 16.497330299956957, 19.08937465721101, 19.153368072074954]","[None, None, None, None, None, None]",278.89136498658627,278.9222186235187,279.40553843906673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,9,0,9,0,,,,,279.43886705349723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.42215973285784,4,"('h', 'j')",musical_stimuli/0105 C.wav,boundary,279.43886705349723,279.43886705349723,279.43886705349723,279.43886705349723,279.43886705349723,279.43886705349723,279.43886705349723,279.43886705349723,287.1555926963483,0,"['j', 'l']","[7.630134633523994, 7.670124443116947]","[None, None]",287.1569344134332,287.1883648830611,287.67168137826957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,10,0,10,0,,,,,287.70497739304847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.69242803702946,0,"('j', 'l')",musical_stimuli/0101 C.wav,boundary,287.70497739304847,287.70497739304847,287.70497739304847,287.70497739304847,287.70497739304847,287.70497739304847,287.70497739304847,287.70497739304847,292.9223539724335,0,"['space', 'k', 'l', 'j']","[5.059121578276972, 5.147118296576082, 5.148121037665987, 5.163115669289255]","[None, None, None, None]",292.92365222331136,292.95464893647875,293.4379503392702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,11,0,11,0,,,,,293.47130340343574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.45221842128376,12,"('k',)",musical_stimuli/0901 G+.wav,non boundary,293.47130340343574,293.47130340343574,293.47130340343574,293.47130340343574,293.47130340343574,293.47130340343574,293.47130340343574,293.47130340343574,326.6870174006617,0,"['l', 'space', 'space', 'j', 'l', 'j', 'k', 'l', 'space', 'space', 'space', 'space', 'l', 'j', 'k', 'h']","[7.940950563526712, 10.939992194194929, 13.788038584694732, 13.908054498155252, 13.909048183792038, 20.852153946412727, 20.853144009859534, 20.854142826909083, 20.85514556799899, 24.412233441253193, 27.155290244030766, 31.69938293087762, 31.707355658247252, 31.739351007374353, 33.18736286640342, 33.203406421947875]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",326.68833768650074,326.7191569126793,327.2024761245266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,12,0,12,0,,,,,327.2357968909055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.2198985245341,4,"('h', 'j')",musical_stimuli/0105 C.wav,boundary,327.2357968909055,327.2357968909055,327.2357968909055,327.2357968909055,327.2357968909055,327.2357968909055,327.2357968909055,327.2357968909055,335.3030876999983,0,"['space', 'h', 'k', 'l', 'space', 'h', 'k']","[5.014998555663624, 5.062987353448989, 5.063983453874243, 5.064983478325303, 7.990024507089402, 8.022034344947315, 8.023030747208395]","[None, None, None, None, None, None, None]",335.3044378688355,335.31861171372583,335.8190831106913,335.83523502989556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,13,0,13,0,,,,,335.83523502989556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.82007347598847,12,"('k',)",musical_stimuli/0901 G+.wav,non boundary,335.83523502989556,335.83523502989556,335.83523502989556,335.83523502989556,335.83523502989556,335.83523502989556,335.83523502989556,335.83523502989556,341.50263317636563,0,"['space', 'h', 'k']","[5.374697660896345, 5.550703775137663, 5.5516932348837145]","[None, None, None]",341.50398787292943,341.5182024673733,342.01912724095746,342.0348393667373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,14,0,14,0,,,,,342.0348393667373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0200979860965,3,"('l',)",musical_stimuli/0103 C.wav,non boundary,342.0348393667373,342.0348393667373,342.0348393667373,342.0348393667373,342.0348393667373,342.0348393667373,342.0348393667373,342.0348393667373,350.1354340386897,0,"['k', 'j', 'space', 'l', 'h', 'l']","[3.511190584496944, 4.6952071572013665, 6.199260229419451, 6.22321191674564, 6.247218842356233, 8.038274102087598]","[None, None, None, None, None, None]",350.136735911743,350.15098099290043,350.6485274768347,350.66762423107866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,15,0,15,0,,,,,350.66762423107866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.64948856280535,13,"('j', 'space')",musical_stimuli/0903 G+.wav,non boundary,350.66762423107866,350.66762423107866,350.66762423107866,350.66762423107866,350.66762423107866,350.66762423107866,350.66762423107866,350.66762423107866,354.0184607592237,0,"['j', 'k']","[2.541523049614625, 3.2855252422450576]","[None, None]",354.01976414152887,354.0507342920231,354.5340577297611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,16,0,16,0,,,,,354.5674029458605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5490668501152,10,"('j', 'k')",musical_stimuli/0902 G+.wav,boundary,354.5674029458605,354.5674029458605,354.5674029458605,354.5674029458605,354.5674029458605,354.5674029458605,354.5674029458605,354.5674029458605,356.76834718868486,0,"['k', 'l']","[1.3778305476298556, 2.105783751438139]","[None, None]",356.76966656897275,356.7839007835748,357.27769408187305,357.30052500529564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
,,,,0,0,0,0,17,0,17,0,,,,,357.30052500529564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.27867237321334,9,"('k', 'l')",musical_stimuli/0504 E.wav,boundary,357.30052500529564,357.30052500529564,357.30052500529564,357.30052500529564,357.30052500529564,357.30052500529564,357.30052500529564,357.30052500529564,373.117389528692,0,"['space', 'j', 'k', 'h', 'k', 'l']","[1.6127327592403162, 1.8207161116879433, 1.821709193609422, 13.635955482153804, 13.636942828961764, 15.787942898692563]","[None, None, None, None, None, None]",373.11876837315504,373.13283626915944,373.6272012687259,373.64950093859807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240003,2024-03-14_12h29.04.605,eb_music,2023.2.3,60.00208282680888,2024-03-14 12h29.47.219103 -0400,
